State,District,Administrative_Level,Designation,Officer_Name,Official_Email,Official_Mobile,Office_Landline,Source_URL,Verified_Date,Data_Status
Tamil Nadu,Nagapattinam,Taluk,Tahsildar,Taluk office: Vedaranyam,,9445000617,04369-250457,https://nagapattinam.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Nagapattinam,Taluk,Tahsildar,Taluk office: Kilvelur,,9445000618,04366-275493,https://nagapattinam.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Nagapattinam,Taluk,Tahsildar,Taluk office: Thirukuvalai,,9445000619,04365-245450,https://nagapattinam.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Nagapattinam,Taluk,Tahsildar,Taluk office: Nagapattinam,,9445000616,04365-242456,https://nagapattinam.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Nagapattinam,District,"Assistant Director, Survey and Land Records",,,,04365-252500,https://nagapattinam.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,District,District Collector,,collrnmk@nic.in,9444163000,04286-281101,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,District,District Revenue Officer,,dro.tnnmk@nic.in,9445000910,04286-281103,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Revenue Division,RDO Namakkal,,,9445000431,04286-232101,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Revenue Division,RDO Tiruchengode,,rdotge.tnnmk@nic.in,9445000432,04288-256000,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Taluk,Tahsildar,Taluk office: Mohanur,,938409773,04286-297768,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Taluk,Tahsildar,Taluk office: Namakkal,,9445000543,04286-233701,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Taluk,Tahsildar,Taluk office: Kolli Hills,,9865751605,04286-247555,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Taluk,Tahsildar,Taluk office: Tiruchengode,,9445000545,04288-252260,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Namakkal,Taluk,Tahsildar,Taluk office: Rasipuram,,9445000544,04287-222840,https://namakkal.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Udhagai,,,0423-2442433,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Coonoor,,,0423-2206102,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Kotagiri,,,04266-271718,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Kundha,,,0423-2508123,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Gudalur,tasgud.tnnlg@nic.in,,04262-261252,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Taluk,Tahsildar,Taluk office: Pandalur,,,04262-220734,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Revenue Division,RDO,RDO Udhagai,,,0423-2445577,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Revenue Division,RDO,RDO Coonoor,,,0423-2206002,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,The Nilgiris,Revenue Division,RDO,RDO Gudalur,rdogud.tnnlg@nic.in,,04262-261295,https://nilgiris.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,District,District Collector,,,9444175000,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,District,District Revenue Officer,,,9445000920,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,District,Sub-Collector,,,9445000458,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,District,PA Land,,,9442122621,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,Taluk,Tahsildar,Taluk office: Perambalur,,9445000610,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,Taluk,Tahsildar,Taluk office: Veppanthattai,,9445000611,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,Taluk,Tahsildar,Taluk office: Kunnam,,9445000612,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Perambalur,Taluk,Tahsildar,Taluk office: Alathur,,7825873404,,https://perambalur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Revenue Division,Sub Collector Pudukkottai,,,9445000468,04322-222219,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Revenue Division,RDO Aranthangi,,rdoarg.tnpdk@nic.in,9445000469,04371-220589,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Revenue Division,RDO Illupur,,,9445461803,04322-272049,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Pudukkottai,tahsilpdk.tnpdk@nic.in,,04322-221566,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Viralimalai,,,04339-220777,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Karambakkudi,tahsilkkd.tnpdk@nic.in,,04322-255199,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Ponnamaravathi,tahpon.tnpdk@nic.in,,04333-260188,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Thirumayam,tahsiltym.tnpdk@nic.in,9445000643,04322-274223,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Manamelkudi,tahsilmnk.tnpdk@nic.in,9445000646,04371-250569,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Pudukkottai,Taluk,Tahsildar,Taluk office: Avudaiyarkovil,tahsilavk.tnpdk@nic.in,9445000645,04371-233325,https://pudukkottai.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,District,District Collector,,collrrmd@nic.in,9444183000,04567-231220,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,District,District Revenue Officer,,dro.tnrmd@nic.in,9445000926,04567-230610,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Revenue Division,RDO,RDO Paramakudi,,9445000473,04564-224151,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Revenue Division,RDO,RDO Ramanathapuram,,9445000472,04567-220330,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Kadaladi,,9445000659,04576-266558,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Kamuthi,,9445000657,04576-223235,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Mudukulathur,,9445000656,04576-222223,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Paramakudi,,9445000658,04564-226223,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Rajasingamangalam,,9384094095,04561-299699,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Tiruvadanai,,9445000655,04561-254221,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Kilakarai,,9384094094,04567-241255,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Rameswaram,,9445000654,04573-221252,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Ramanathapuram,Taluk,Tahsildar,Taluk office: Ramanathapuram,,9445000653,04567-220352,https://ramanathapuram.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Salem,,9445000547,0427-2452121,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Salem South,,6369559200,0427-2271600,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Salem West,,9384094162,0427-2335611,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Yercaud,,9445000548,04281-222267,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Mettur,,9445000552,04298-244050,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Omalur,,9445000553,04290-220224,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Kadayampatti,,9384094203,04290-243569,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Sankari,,9445000554,04283-240545,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Edappadi,,9445000556,04283-222227,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Attur,,9445000550,04282-240704,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Pethanayakkanpalayam,,8667251530,04282-221704,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Gangavalli,,9445000551,04282-232300,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Valappadi,,9445000549,04292-223000,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Salem,Taluk,Tahsildar,Taluk office: Thalaivasal,,9655539111,04282-290907,https://salem.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Sivagangai,tahr.tnsvg@nic.in,9445000650,04575-240232,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Manamadurai,tahrmnm.tnsvg@nic.in,9445000651,04574-258017,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Ilayangudi,tahrily.tnsvg@nic.in,9445000652,04564-265232,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Thiruppuvanam,tahrtpm.tnsvg@nic.in,9787251048,04574-265094,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Kalaiyarkovil,tahrklk.tnsvg@nic.in,7094610400,04575-232129,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Devakottai,tahrdvk.tnsvg@nic.in,9445000649,04561-272254,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Karaikudi,tahrkkd.tnsvg@nic.in,9445000648,04565-238307,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Thiruppathur,tahrtpr.tnsvg@nic.in,9445000647,04577-266126,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Sivaganga,Taluk,Tahsildar,Taluk office: Singampunari,tahrsng.tnsvg@gov.in,9486672009,04577-242155,https://sivaganga.nic.in/directories/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Thiruvengadam,,,04636-264400,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Sankarankoil,,9445000670,04636-222270,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Sivagiri,,9445000679,04636-250223,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Alangulam,,9445000678,04633-270899,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Veerakeralampudur,,9445000677,04633-277140,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Kadayanallur,,,04633-245666,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Shencottai,,9445000676,04633-233276,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tenkasi,Taluk,Tahsildar,Taluk office: Tenkasi,,9445000675,04633-222262,https://tenkasi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Revenue Division,RDO,RDO Kumbakonam,rdokbk.tntnj@nic.in,9445000466,0435-2430101,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Revenue Division,RDO,RDO Thanjavur,rdotnj.tntnj@nic.in,9445000465,04362-238033,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Revenue Division,RDO,RDO Pattukottai,rdopkt.tntnj@nic.in,9445000467,04373-237247,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Thanjavur,tahtnj.tntnj@nic.in,9445000630,04362-230456,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Thiruvaiyaru,tahtvr.tntnj@nic.in,9445000631,04362-260248,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Orathanadu,tahord.tntnj@nic.in,9445000632,04372-233225,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Thiruvidaimarudur,tahtvmr.tntnj@nic.in,9445000634,0435-2460187,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Kumbakonam,tahkbk.tntnj@nic.in,9445000633,0435-2430227,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Papanasam,tahppn.tntnj@nic.in,9445000635,04374-222456,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Pattukottai,tahpkt.tntnj@nic.in,9445000636,04373-235049,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Peravurani,tahpvi.tntnj@nic.in,9445000637,04373-232456,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thanjavur,Taluk,Tahsildar,Taluk office: Buthalur,tahtvr.tntnj@nic.in,9566281135,04362-260248,https://thanjavur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Revenue Division,"RDO, Uthamapalayam",M.Syed Mohamed,rdoupm.tnthn@nic.in,9445000452,04554-265002,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Revenue Division,"RDO, Periyakulam",J.Kavitha,,9445000451,,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Taluk,"Tahsildar, Bodinayakanur",Suruli,,9445000597,04546-280124,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Taluk,"Tahsildar, Uthamapalayam",Balashanmugam,,9445000596,04446-265226,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Taluk,"Tahsildar, Theni",Rathinam,tahsilthn.tnthn@nic.in,9445000594,04546-255133,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Taluk,"Tahsildar, Andipatti",Senthilkumar,,9445000595,04546-290561,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Theni,Taluk,"Tahsildar, Periyakulam",Bhuvaneshwari,,9445000593,04546-23215,https://theni.nic.in/contact_directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Revenue Division,RDO/Sub Collector,RDO/Sub Collector Thoothukudi,,9445000479,0461-2320400,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Revenue Division,RDO/Sub Collector,RDO/Sub Collector Kovilpatti,,9445000481,04632-220258,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Revenue Division,RDO/Sub Collector,RDO/Sub Collector Tiruchendur,,9445000480,04639-245165,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Thoothukudi,,9445000680,0461-2321448,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Srivaikuntam,,9043263789,04630-255229,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Tiruchendur,,9445000682,04639-242229,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Sattankulam,,9445000683,04639-266235,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Kovilpatti,,9445000684,04632-220272,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Ottapidaram,,9943179448,0461-2366233,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Ettayapuram,,,04632-271300,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Vilathikulam,,9445000686,04638-233126,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Kayathar,,9384095009,,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Thoothukudi,Taluk,Tahsildar,Taluk office: Eral,,9384095008,04630-270055,https://thoothukudi.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Revenue Division,RDO,RDO Tiruchirappalli,,9445000455,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Revenue Division,RDO,RDO Srirangam,,9677571134,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Revenue Division,RDO,RDO Lalgudi,,9445000456,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Revenue Division,RDO,RDO Musiri,,9445000457,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Trichy West,,9445000602,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Tiruchirappalli East,,9445461808,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Thiruverambur,,7825873784,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
